No,ENZY_ACC_ID,ENZYME,E3_GN,E3_Alias,E3_PN,SUB_ACC_ID,SUBSTRATE,SUB_GENE,SUB_Alias,SUB_PN,E3_ORGANISM,SUB_ORGANISM,PMID
1669,Q8IYW5,RN168_HUMAN,RNF168,RNF168,E3 ubiquitin-protein ligase RNF168 ~~hRNF168 ~~RING finger protein 168~~RING-type E3 ubiquitin transferase RNF168,O75164,KDM4A_HUMAN,KDM4A,KDM4A~~JHDM3A~~JMJD2~~JMJD2A~~KIAA0677,Lysine-specific demethylase 4A ~~JmjC domain-containing histone demethylation protein 3A~~Jumonji domain-containing protein 2A,Homo sapiens (Human),Homo sapiens (Human),22199232
1670,Q96GF1,RN185_HUMAN,RNF185,RNF185,E3 ubiquitin-protein ligase RNF185 ~~RING finger protein 185~~RING-type E3 ubiquitin transferase RNF185,Q12981,SEC20_HUMAN,BNIP1,BNIP1~~NIP1~~SEC20L~~TRG8,Vesicle transport protein SEC20 ~~BCL2/adenovirus E1B 19 kDa protein-interacting protein 1~~Transformation-related gene 8 protein~~TRG-8,Homo sapiens (Human),Homo sapiens (Human),21931693
1671,Q96GF1,RN185_HUMAN,RNF185,RNF185,E3 ubiquitin-protein ligase RNF185 ~~RING finger protein 185~~RING-type E3 ubiquitin transferase RNF185,P13569,CFTR_HUMAN,CFTR,CFTR~~ABCC7,Cystic fibrosis transmembrane conductance regulator ~~CFTR~~ATP-binding cassette sub-family C member 7~~Channel conductance-controlling ATPase ~~cAMP-dependent chloride channel,Homo sapiens (Human),Homo sapiens (Human),22199232
1672,Q969K3,RNF34_HUMAN,RNF34,RNF34,E3 ubiquitin-protein ligase RNF34 ~~Caspase regulator CARP1~~Caspases-8 and -10-associated RING finger protein 1~~CARP-1~~FYVE-RING finger protein Momo~~Human RING finger homologous to inhibitor of apoptosis protein~~hRFI~~RING finger protein 34~~RING finger protein RIFF~~RING-type E3 ubiquitin transferase RNF34,Q13546,RIPK1_HUMAN,RIPK1,RIPK1~~RIP~~RIP1,Receptor-interacting serine/threonine-protein kinase 1 ~~Cell death protein RIP~~Receptor-interacting protein 1~~RIP-1,Homo sapiens (Human),Homo sapiens (Human),22199232
1673,Q969K3,RNF34_HUMAN,RNF34,RNF34,E3 ubiquitin-protein ligase RNF34 ~~Caspase regulator CARP1~~Caspases-8 and -10-associated RING finger protein 1~~CARP-1~~FYVE-RING finger protein Momo~~Human RING finger homologous to inhibitor of apoptosis protein~~hRFI~~RING finger protein 34~~RING finger protein RIFF~~RING-type E3 ubiquitin transferase RNF34,Q9UBK2,PRGC1_HUMAN,PPARGC1A,PPARGC1A~~LEM6~~PGC1~~PGC1A~~PPARGC1,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha ~~PGC-1-alpha~~PPAR-gamma coactivator 1-alpha~~PPARGC-1-alpha~~Ligand effect modulator 6,Homo sapiens (Human),Homo sapiens (Human),22064484
1674,P78317,RNF4_HUMAN,RNF4,RNF4~~SNURF~~RES4-26,E3 ubiquitin-protein ligase RNF4 ~~RING finger protein 4~~RING-type E3 ubiquitin transferase RNF4~~Small nuclear ring finger protein~~Protein SNURF,Q99814,EPAS1_HUMAN,EPAS1,EPAS1~~BHLHE73~~HIF2A~~MOP2~~PASD2,Endothelial PAS domain-containing protein 1 ~~EPAS-1~~Basic-helix-loop-helix-PAS protein MOP2~~Class E basic helix-loop-helix protein 73~~bHLHe73~~HIF-1-alpha-like factor~~HLF~~Hypoxia-inducible factor 2-alpha~~HIF-2-alpha~~HIF2-alpha~~Member of PAS protein 2~~PAS domain-containing protein 2,Homo sapiens (Human),Homo sapiens (Human),22199232
1675,P78317,RNF4_HUMAN,RNF4,RNF4~~SNURF~~RES4-26,E3 ubiquitin-protein ligase RNF4 ~~RING finger protein 4~~RING-type E3 ubiquitin transferase RNF4~~Small nuclear ring finger protein~~Protein SNURF,Q92674,CENPI_HUMAN,CENPI,CENPI~~FSHPRH1~~ICEN19~~LRPR1,Centromere protein I ~~CENP-I~~FSH primary response protein 1~~Follicle-stimulating hormone primary response protein~~Interphase centromere complex protein 19~~Leucine-rich primary response protein 1,Homo sapiens (Human),Homo sapiens (Human),20212317
1676,Q9H4P4,RNF41_HUMAN,RNF41,RNF41~~FLRF~~NRDP1~~SBBI03,E3 ubiquitin-protein ligase NRDP1 ~~RING finger protein 41~~RING-type E3 ubiquitin transferase NRDP1,Q14653,IRF3_HUMAN,IRF3,IRF3,Interferon regulatory factor 3 ~~IRF-3,Homo sapiens (Human),Homo sapiens (Human),22199232
1677,Q9H4P4,RNF41_HUMAN,RNF41,RNF41~~FLRF~~NRDP1~~SBBI03,E3 ubiquitin-protein ligase NRDP1 ~~RING finger protein 41~~RING-type E3 ubiquitin transferase NRDP1,P11678,PERE_HUMAN,EPX,EPX~~EPER~~EPO~~EPP,Eosinophil peroxidase ~~EPO  ,Homo sapiens (Human),Homo sapiens (Human),22199232
1678,O76064,RNF8_HUMAN,RNF8,RNF8~~KIAA0646,E3 ubiquitin-protein ligase RNF8 ~~hRNF8 ~~RING finger protein 8~~RING-type E3 ubiquitin transferase RNF8,O75164,KDM4A_HUMAN,KDM4A,KDM4A~~JHDM3A~~JMJD2~~JMJD2A~~KIAA0677,Lysine-specific demethylase 4A ~~JmjC domain-containing histone demethylation protein 3A~~Jumonji domain-containing protein 2A,Homo sapiens (Human),Homo sapiens (Human),22199232
1679,O76064,RNF8_HUMAN,RNF8,RNF8~~KIAA0646,E3 ubiquitin-protein ligase RNF8 ~~hRNF8 ~~RING finger protein 8~~RING-type E3 ubiquitin transferase RNF8,P13010,XRCC5_HUMAN,XRCC5,XRCC5~~G22P2,X-ray repair cross-complementing protein 5 ~~86 kDa subunit of Ku antigen~~ATP-dependent DNA helicase 2 subunit 2~~ATP-dependent DNA helicase II 80 kDa subunit~~CTC box-binding factor 85 kDa subunit~~CTC85~~CTCBF~~DNA repair protein XRCC5~~Ku80~~Ku86~~Lupus Ku autoantigen protein p86~~Nuclear factor IV~~Thyroid-lupus autoantigen~~TLAA~~X-ray repair complementing defective repair in Chinese hamster cells 5~~double-strand-break rejoining,Homo sapiens (Human),Homo sapiens (Human),22199232
1680,O76064,RNF8_HUMAN,RNF8,RNF8~~KIAA0646,E3 ubiquitin-protein ligase RNF8 ~~hRNF8 ~~RING finger protein 8~~RING-type E3 ubiquitin transferase RNF8,Q9HCU8,DPOD4_HUMAN,POLD4,POLD4~~POLDS,DNA polymerase delta subunit 4 ~~DNA polymerase delta subunit p12,Homo sapiens (Human),Homo sapiens (Human),23233665
1681,O76064,RNF8_HUMAN,RNF8,RNF8~~KIAA0646,E3 ubiquitin-protein ligase RNF8 ~~hRNF8 ~~RING finger protein 8~~RING-type E3 ubiquitin transferase RNF8,Q16777,H2A2C_HUMAN,H2AC20,H2AC20~~H2AFQ~~HIST2H2AC,Histone H2A type 2-C ~~H2A-clustered histone 20~~Histone H2A-GL101~~Histone H2A/q,Homo sapiens (Human),Homo sapiens (Human),22199232
1682,O76064,RNF8_HUMAN,RNF8,RNF8~~KIAA0646,E3 ubiquitin-protein ligase RNF8 ~~hRNF8 ~~RING finger protein 8~~RING-type E3 ubiquitin transferase RNF8,Q8IUE6,H2A2B_HUMAN,H2AC21,H2AC21~~HIST2H2AB,Histone H2A type 2-B ~~H2A-clustered histone 21,Homo sapiens (Human),Homo sapiens (Human),22199232
1683,O76064,RNF8_HUMAN,RNF8,RNF8~~KIAA0646,E3 ubiquitin-protein ligase RNF8 ~~hRNF8 ~~RING finger protein 8~~RING-type E3 ubiquitin transferase RNF8,Q96A08,H2B1A_HUMAN,H2BC1,H2BC1~~HIST1H2BA~~TSH2B,"Histone H2B type 1-A ~~Histone H2B, testis~~TSH2B.1~~hTSH2B~~Testis-specific histone H2B",Homo sapiens (Human),Homo sapiens (Human),22199232
1684,Q9HCE7,SMUF1_HUMAN,SMURF1,SMURF1~~KIAA1625,E3 ubiquitin-protein ligase SMURF1 ~~hSMURF1 ~~HECT-type E3 ubiquitin transferase SMURF1~~SMAD ubiquitination regulatory factor 1~~SMAD-specific E3 ubiquitin-protein ligase 1,Q7Z434,MAVS_HUMAN,MAVS,MAVS~~IPS1~~KIAA1271~~VISA,Mitochondrial antiviral-signaling protein ~~MAVS~~CARD adapter inducing interferon beta~~Cardif~~Interferon beta promoter stimulator protein 1~~IPS-1~~Putative NF-kappa-B-activating protein 031N~~Virus-induced-signaling adapter~~VISA,Homo sapiens (Human),Homo sapiens (Human),23087404
1685,Q8IUQ4,SIAH1_HUMAN,SIAH1,SIAH1~~HUMSIAH,E3 ubiquitin-protein ligase SIAH1 ~~RING-type E3 ubiquitin transferase SIAH1~~Seven in absentia homolog 1~~Siah-1~~Siah-1a,O00472,ELL2_HUMAN,ELL2,ELL2,RNA polymerase II elongation factor ELL2,Homo sapiens (Human),Homo sapiens (Human),22199232
1686,Q8IUQ4,SIAH1_HUMAN,SIAH1,SIAH1~~HUMSIAH,E3 ubiquitin-protein ligase SIAH1 ~~RING-type E3 ubiquitin transferase SIAH1~~Seven in absentia homolog 1~~Siah-1~~Siah-1a,P36888,FLT3_HUMAN,FLT3,FLT3~~CD135~~FLK2~~STK1,Receptor-type tyrosine-protein kinase FLT3 ~~FL cytokine receptor~~Fetal liver kinase-2~~FLK-2~~Fms-like tyrosine kinase 3~~FLT-3~~Stem cell tyrosine kinase 1~~STK-1~~CD antigen CD135,Homo sapiens (Human),Homo sapiens (Human),20508617
1687,Q8IUQ4,SIAH1_HUMAN,SIAH1,SIAH1~~HUMSIAH,E3 ubiquitin-protein ligase SIAH1 ~~RING-type E3 ubiquitin transferase SIAH1~~Seven in absentia homolog 1~~Siah-1~~Siah-1a,Q99933,BAG1_HUMAN,BAG1,BAG1~~HAP,BAG family molecular chaperone regulator 1 ~~BAG-1~~Bcl-2-associated athanogene 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1688,O43255,SIAH2_HUMAN,SIAH2,SIAH2,E3 ubiquitin-protein ligase SIAH2 ~~RING-type E3 ubiquitin transferase SIAH2~~Seven in absentia homolog 2~~Siah-2~~hSiah2,Q99933,BAG1_HUMAN,BAG1,BAG1~~HAP,BAG family molecular chaperone regulator 1 ~~BAG-1~~Bcl-2-associated athanogene 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1689,O43255,SIAH2_HUMAN,SIAH2,SIAH2,E3 ubiquitin-protein ligase SIAH2 ~~RING-type E3 ubiquitin transferase SIAH2~~Seven in absentia homolog 2~~Siah-2~~hSiah2,Q92630,DYRK2_HUMAN,DYRK2,DYRK2,Dual specificity tyrosine-phosphorylation-regulated kinase 2 ,Homo sapiens (Human),Homo sapiens (Human),22199232
1690,Q9UNE7,CHIP_HUMAN,STUB1,STUB1~~CHIP~~PP1131,E3 ubiquitin-protein ligase CHIP ~~Antigen NY-CO-7~~CLL-associated antigen KW-8~~Carboxy terminus of Hsp70-interacting protein~~RING-type E3 ubiquitin transferase CHIP~~STIP1 homology and U box-containing protein 1,P06746,DPOLB_HUMAN,POLB,POLB,DNA polymerase beta ~~ ,Homo sapiens (Human),Homo sapiens (Human),19713937
1691,Q9UNE7,CHIP_HUMAN,STUB1,STUB1~~CHIP~~PP1131,E3 ubiquitin-protein ligase CHIP ~~Antigen NY-CO-7~~CLL-associated antigen KW-8~~Carboxy terminus of Hsp70-interacting protein~~RING-type E3 ubiquitin transferase CHIP~~STIP1 homology and U box-containing protein 1,P29317,EPHA2_HUMAN,EPHA2,EPHA2~~ECK,Ephrin type-A receptor 2 ~~Epithelial cell kinase~~Tyrosine-protein kinase receptor ECK,Homo sapiens (Human),Homo sapiens (Human),19567782
1692,Q13490,BIRC2_HUMAN,BIRC2,BIRC2~~API1~~MIHB~~RNF48,Baculoviral IAP repeat-containing protein 2 ~~Cellular inhibitor of apoptosis 1~~C-IAP1~~IAP homolog B~~Inhibitor of apoptosis protein 2~~hIAP-2~~hIAP2~~RING finger protein 48~~RING-type E3 ubiquitin transferase BIRC2~~TNFR2-TRAF-signaling complex protein 2,Q14790,CASP8_HUMAN,CASP8,CASP8~~MCH5,Caspase-8 ~~CASP-8 ~~Apoptotic cysteine protease~~Apoptotic protease Mch-5~~CAP4~~FADD-homologous ICE/ced-3-like protease~~FADD-like ICE~~FLICE~~ICE-like apoptotic protease 5~~MORT1-associated ced-3 homolog~~MACH ,Homo sapiens (Human),Homo sapiens (Human),22199232
1693,Q13489,BIRC3_HUMAN,BIRC3,BIRC3~~API2~~MIHC~~RNF49,Baculoviral IAP repeat-containing protein 3 ~~Apoptosis inhibitor 2~~API2~~Cellular inhibitor of apoptosis 2~~C-IAP2~~IAP homolog C~~Inhibitor of apoptosis protein 1~~hIAP-1~~hIAP1~~RING finger protein 49~~RING-type E3 ubiquitin transferase BIRC3~~TNFR2-TRAF-signaling complex protein 1,Q14164,IKKE_HUMAN,IKBKE,IKBKE~~IKKE~~IKKI~~KIAA0151,Inhibitor of nuclear factor kappa-B kinase subunit epsilon ~~I-kappa-B kinase epsilon~~IKK-E~~IKK-epsilon~~IkBKE ~~Inducible I kappa-B kinase~~IKK-i,Homo sapiens (Human),Homo sapiens (Human),22199232
1694,Q9Y297,FBW1A_HUMAN,BTRC,BTRC~~BTRCP~~FBW1A~~FBXW1A,F-box/WD repeat-containing protein 1A ~~E3RSIkappaB~~Epididymis tissue protein Li 2a~~F-box and WD repeats protein beta-TrCP~~pIkappaBalpha-E3 receptor subunit,Q76N32,CEP68_HUMAN,CEP68,CEP68~~KIAA0582,Centrosomal protein of 68 kDa ~~Cep68,Homo sapiens (Human),Homo sapiens (Human),22199232
1695,Q75N03,HAKAI_HUMAN,CBLL1,CBLL1~~HAKAI~~RNF188,E3 ubiquitin-protein ligase Hakai ~~Casitas B-lineage lymphoma-transforming sequence-like protein 1~~c-Cbl-like protein 1~~RING finger protein 188~~RING-type E3 ubiquitin transferase Hakai,Q14247,SRC8_HUMAN,CTTN,CTTN~~EMS1,Src substrate cortactin ~~Amplaxin~~Oncogene EMS1,Homo sapiens (Human),Homo sapiens (Human),22199232
1696,Q75N03,HAKAI_HUMAN,CBLL1,CBLL1~~HAKAI~~RNF188,E3 ubiquitin-protein ligase Hakai ~~Casitas B-lineage lymphoma-transforming sequence-like protein 1~~c-Cbl-like protein 1~~RING finger protein 188~~RING-type E3 ubiquitin transferase Hakai,Q93070,NAR4_HUMAN,ART4,ART4~~DO~~DOK1,Ecto-ADP-ribosyltransferase 4 ~~ADP-ribosyltransferase C2 and C3 toxin-like 4~~ARTC4~~Dombrock blood group carrier molecule~~MonoADP-ribosyltransferase 4~~NADP+--arginine ADP-ribosyltransferase 4~~CD antigen CD297,Homo sapiens (Human),Homo sapiens (Human),22199232
1697,Q12834,CDC20_HUMAN,CDC20,CDC20,Cell division cycle protein 20 homolog ~~p55CDC,Q15784,NDF2_HUMAN,NEUROD2,NEUROD2~~BHLHA1~~NDRF,Neurogenic differentiation factor 2 ~~NeuroD2~~Class A basic helix-loop-helix protein 1~~bHLHa1~~NeuroD-related factor~~NDRF,Homo sapiens (Human),Homo sapiens (Human),22199232
1698,P49427,UB2R1_HUMAN,CDC34,CDC34~~UBCH3~~UBE2R1,Ubiquitin-conjugating enzyme E2 R1 ~~E3-independent E2 ubiquitin-conjugating enzyme R1 ~~E2 ubiquitin-conjugating enzyme R1~~Ubiquitin-conjugating enzyme E2-32 kDa complementing~~Ubiquitin-conjugating enzyme E2-CDC34~~Ubiquitin-protein ligase R1,P25963,IKBA_HUMAN,NFKBIA,NFKBIA~~IKBA~~MAD3~~NFKBI,NF-kappa-B inhibitor alpha ~~I-kappa-B-alpha~~IkB-alpha~~IkappaBalpha~~Major histocompatibility complex enhancer-binding protein MAD3,Homo sapiens (Human),Homo sapiens (Human),22199232
1699,P49427,UB2R1_HUMAN,CDC34,CDC34~~UBCH3~~UBE2R1,Ubiquitin-conjugating enzyme E2 R1 ~~E3-independent E2 ubiquitin-conjugating enzyme R1 ~~E2 ubiquitin-conjugating enzyme R1~~Ubiquitin-conjugating enzyme E2-32 kDa complementing~~Ubiquitin-conjugating enzyme E2-CDC34~~Ubiquitin-protein ligase R1,P10244,MYBB_HUMAN,MYBL2,MYBL2~~BMYB,Myb-related protein B ~~B-Myb~~Myb-like protein 2,Homo sapiens (Human),Homo sapiens (Human),22199232
1700,P49427,UB2R1_HUMAN,CDC34,CDC34~~UBCH3~~UBE2R1,Ubiquitin-conjugating enzyme E2 R1 ~~E3-independent E2 ubiquitin-conjugating enzyme R1 ~~E2 ubiquitin-conjugating enzyme R1~~Ubiquitin-conjugating enzyme E2-32 kDa complementing~~Ubiquitin-conjugating enzyme E2-CDC34~~Ubiquitin-protein ligase R1,Q03060,CREM_HUMAN,CREM,CREM,cAMP-responsive element modulator ~~Inducible cAMP early repressor~~ICER,Homo sapiens (Human),Homo sapiens (Human),22199232
1701,P49427,UB2R1_HUMAN,CDC34,CDC34~~UBCH3~~UBE2R1,Ubiquitin-conjugating enzyme E2 R1 ~~E3-independent E2 ubiquitin-conjugating enzyme R1 ~~E2 ubiquitin-conjugating enzyme R1~~Ubiquitin-conjugating enzyme E2-32 kDa complementing~~Ubiquitin-conjugating enzyme E2-CDC34~~Ubiquitin-protein ligase R1,P35222,CTNB1_HUMAN,CTNNB1,CTNNB1~~CTNNB~~OK~~SW-cl.35~~PRO2286,Catenin beta-1 ~~Beta-catenin,Homo sapiens (Human),Homo sapiens (Human),22199232
1702,Q7L5Y6,DET1_HUMAN,DET1,DET1,DET1 homolog ~~De-etiolated-1 homolog,P05412,JUN_HUMAN,JUN,JUN,Transcription factor AP-1 ~~Activator protein 1~~AP1~~Proto-oncogene c-Jun~~V-jun avian sarcoma virus 17 oncogene homolog~~p39,Homo sapiens (Human),Homo sapiens (Human),14739464
1703,Q9NZJ0,DTL_HUMAN,DTL,DTL~~CDT2~~CDW1~~DCAF2~~L2DTL~~RAMP,Denticleless protein homolog ~~DDB1- and CUL4-associated factor 2~~Lethal2 denticleless protein homolog~~Retinoic acid-regulated nuclear matrix-associated protein,Q8NFZ0,FBH1_HUMAN,FBH1,FBH1~~FBX18~~FBXO18,F-box DNA helicase 1 ~~hFBH1 ~~F-box only protein 18,Homo sapiens (Human),Homo sapiens (Human),22199232
1704,Q9UM11,FZR1_HUMAN,FZR1,FZR1~~CDH1~~FYR~~FZR~~KIAA1242,Fizzy-related protein homolog ~~Fzr~~CDC20-like protein 1~~Cdh1/Hct1 homolog~~hCDH1,Q99708,CTIP_HUMAN,RBBP8,RBBP8~~CTIP,DNA endonuclease RBBP8 ~~CtBP-interacting protein~~CtIP~~Retinoblastoma-binding protein 8~~RBBP-8~~Retinoblastoma-interacting protein and myosin-like~~RIM~~Sporulation in the absence of SPO11 protein 2 homolog~~SAE2,Homo sapiens (Human),Homo sapiens (Human),22199232
1705,Q7Z6Z7,HUWE1_HUMAN,HUWE1,HUWE1~~KIAA0312~~KIAA1578~~UREB1~~HSPC272,"E3 ubiquitin-protein ligase HUWE1 ~~ARF-binding protein 1~~ARF-BP1~~HECT, UBA and WWE domain-containing protein 1~~HECT-type E3 ubiquitin transferase HUWE1~~Homologous to E6AP carboxyl terminus homologous protein 9~~HectH9~~Large structure of UREB1~~LASU1~~Mcl-1 ubiquitin ligase E3~~Mule~~Upstream regulatory element-binding protein 1~~URE-B1~~URE-binding protein 1",P06746,DPOLB_HUMAN,POLB,POLB,DNA polymerase beta ~~ ,Homo sapiens (Human),Homo sapiens (Human),22199232
1706,Q7Z6Z7,HUWE1_HUMAN,HUWE1,HUWE1~~KIAA0312~~KIAA1578~~UREB1~~HSPC272,"E3 ubiquitin-protein ligase HUWE1 ~~ARF-binding protein 1~~ARF-BP1~~HECT, UBA and WWE domain-containing protein 1~~HECT-type E3 ubiquitin transferase HUWE1~~Homologous to E6AP carboxyl terminus homologous protein 9~~HectH9~~Large structure of UREB1~~LASU1~~Mcl-1 ubiquitin ligase E3~~Mule~~Upstream regulatory element-binding protein 1~~URE-B1~~URE-binding protein 1",Q99741,CDC6_HUMAN,CDC6,CDC6~~CDC18L,Cell division control protein 6 homolog ~~CDC6-related protein~~Cdc18-related protein~~HsCdc18~~p62cdc6~~HsCDC6,Homo sapiens (Human),Homo sapiens (Human),18617514
1707,Q7Z6Z7,HUWE1_HUMAN,HUWE1,HUWE1~~KIAA0312~~KIAA1578~~UREB1~~HSPC272,"E3 ubiquitin-protein ligase HUWE1 ~~ARF-binding protein 1~~ARF-BP1~~HECT, UBA and WWE domain-containing protein 1~~HECT-type E3 ubiquitin transferase HUWE1~~Homologous to E6AP carboxyl terminus homologous protein 9~~HectH9~~Large structure of UREB1~~LASU1~~Mcl-1 ubiquitin ligase E3~~Mule~~Upstream regulatory element-binding protein 1~~URE-B1~~URE-binding protein 1",Q9UQ80,PA2G4_HUMAN,PA2G4,PA2G4~~EBP1,Proliferation-associated protein 2G4 ~~Cell cycle protein p38-2G4 homolog~~hG4-1~~ErbB3-binding protein 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1708,Q7Z6Z7,HUWE1_HUMAN,HUWE1,HUWE1~~KIAA0312~~KIAA1578~~UREB1~~HSPC272,"E3 ubiquitin-protein ligase HUWE1 ~~ARF-binding protein 1~~ARF-BP1~~HECT, UBA and WWE domain-containing protein 1~~HECT-type E3 ubiquitin transferase HUWE1~~Homologous to E6AP carboxyl terminus homologous protein 9~~HectH9~~Large structure of UREB1~~LASU1~~Mcl-1 ubiquitin ligase E3~~Mule~~Upstream regulatory element-binding protein 1~~URE-B1~~URE-binding protein 1",P16401,H15_HUMAN,H1-5,H1-5~~H1F5~~HIST1H1B,Histone H1.5 ~~Histone H1a~~Histone H1b~~Histone H1s-3,Homo sapiens (Human),Homo sapiens (Human),22199232
1709,Q7Z6Z7,HUWE1_HUMAN,HUWE1,HUWE1~~KIAA0312~~KIAA1578~~UREB1~~HSPC272,"E3 ubiquitin-protein ligase HUWE1 ~~ARF-binding protein 1~~ARF-BP1~~HECT, UBA and WWE domain-containing protein 1~~HECT-type E3 ubiquitin transferase HUWE1~~Homologous to E6AP carboxyl terminus homologous protein 9~~HectH9~~Large structure of UREB1~~LASU1~~Mcl-1 ubiquitin ligase E3~~Mule~~Upstream regulatory element-binding protein 1~~URE-B1~~URE-binding protein 1",Q02539,H11_HUMAN,H1-1,H1-1~~H1F1~~HIST1H1A,Histone H1.1 ~~Histone H1a,Homo sapiens (Human),Homo sapiens (Human),22199232
1710,Q7Z6Z7,HUWE1_HUMAN,HUWE1,HUWE1~~KIAA0312~~KIAA1578~~UREB1~~HSPC272,"E3 ubiquitin-protein ligase HUWE1 ~~ARF-binding protein 1~~ARF-BP1~~HECT, UBA and WWE domain-containing protein 1~~HECT-type E3 ubiquitin transferase HUWE1~~Homologous to E6AP carboxyl terminus homologous protein 9~~HectH9~~Large structure of UREB1~~LASU1~~Mcl-1 ubiquitin ligase E3~~Mule~~Upstream regulatory element-binding protein 1~~URE-B1~~URE-binding protein 1",Q16777,H2A2C_HUMAN,H2AC20,H2AC20~~H2AFQ~~HIST2H2AC,Histone H2A type 2-C ~~H2A-clustered histone 20~~Histone H2A-GL101~~Histone H2A/q,Homo sapiens (Human),Homo sapiens (Human),22199232
1711,Q7Z6Z7,HUWE1_HUMAN,HUWE1,HUWE1~~KIAA0312~~KIAA1578~~UREB1~~HSPC272,"E3 ubiquitin-protein ligase HUWE1 ~~ARF-binding protein 1~~ARF-BP1~~HECT, UBA and WWE domain-containing protein 1~~HECT-type E3 ubiquitin transferase HUWE1~~Homologous to E6AP carboxyl terminus homologous protein 9~~HectH9~~Large structure of UREB1~~LASU1~~Mcl-1 ubiquitin ligase E3~~Mule~~Upstream regulatory element-binding protein 1~~URE-B1~~URE-binding protein 1",Q8IUE6,H2A2B_HUMAN,H2AC21,H2AC21~~HIST2H2AB,Histone H2A type 2-B ~~H2A-clustered histone 21,Homo sapiens (Human),Homo sapiens (Human),22199232
1712,Q7Z6Z7,HUWE1_HUMAN,HUWE1,HUWE1~~KIAA0312~~KIAA1578~~UREB1~~HSPC272,"E3 ubiquitin-protein ligase HUWE1 ~~ARF-binding protein 1~~ARF-BP1~~HECT, UBA and WWE domain-containing protein 1~~HECT-type E3 ubiquitin transferase HUWE1~~Homologous to E6AP carboxyl terminus homologous protein 9~~HectH9~~Large structure of UREB1~~LASU1~~Mcl-1 ubiquitin ligase E3~~Mule~~Upstream regulatory element-binding protein 1~~URE-B1~~URE-binding protein 1",Q96A08,H2B1A_HUMAN,H2BC1,H2BC1~~HIST1H2BA~~TSH2B,"Histone H2B type 1-A ~~Histone H2B, testis~~TSH2B.1~~hTSH2B~~Testis-specific histone H2B",Homo sapiens (Human),Homo sapiens (Human),22199232
1713,Q7Z6Z7,HUWE1_HUMAN,HUWE1,HUWE1~~KIAA0312~~KIAA1578~~UREB1~~HSPC272,"E3 ubiquitin-protein ligase HUWE1 ~~ARF-binding protein 1~~ARF-BP1~~HECT, UBA and WWE domain-containing protein 1~~HECT-type E3 ubiquitin transferase HUWE1~~Homologous to E6AP carboxyl terminus homologous protein 9~~HectH9~~Large structure of UREB1~~LASU1~~Mcl-1 ubiquitin ligase E3~~Mule~~Upstream regulatory element-binding protein 1~~URE-B1~~URE-binding protein 1",P33778,H2B1B_HUMAN,H2BC3,H2BC3~~H2BFF~~HIST1H2BB,Histone H2B type 1-B ~~H2B-clustered histone 3~~Histone H2B.1~~Histone H2B.f~~H2B/f,Homo sapiens (Human),Homo sapiens (Human),22199232
1714,Q7Z6Z7,HUWE1_HUMAN,HUWE1,HUWE1~~KIAA0312~~KIAA1578~~UREB1~~HSPC272,"E3 ubiquitin-protein ligase HUWE1 ~~ARF-binding protein 1~~ARF-BP1~~HECT, UBA and WWE domain-containing protein 1~~HECT-type E3 ubiquitin transferase HUWE1~~Homologous to E6AP carboxyl terminus homologous protein 9~~HectH9~~Large structure of UREB1~~LASU1~~Mcl-1 ubiquitin ligase E3~~Mule~~Upstream regulatory element-binding protein 1~~URE-B1~~URE-binding protein 1",Q71DI3,H32_HUMAN,H3C15,H3C15~~HIST2H3A;~~H3C14~~H3F2~~H3FM~~HIST2H3C;~~H3C13~~HIST2H3D,Histone H3.2 ~~H3-clustered histone 13~~H3-clustered histone 14~~H3-clustered histone 15~~Histone H3/m~~Histone H3/o,Homo sapiens (Human),Homo sapiens (Human),22199232
1715,Q7Z6Z7,HUWE1_HUMAN,HUWE1,HUWE1~~KIAA0312~~KIAA1578~~UREB1~~HSPC272,"E3 ubiquitin-protein ligase HUWE1 ~~ARF-binding protein 1~~ARF-BP1~~HECT, UBA and WWE domain-containing protein 1~~HECT-type E3 ubiquitin transferase HUWE1~~Homologous to E6AP carboxyl terminus homologous protein 9~~HectH9~~Large structure of UREB1~~LASU1~~Mcl-1 ubiquitin ligase E3~~Mule~~Upstream regulatory element-binding protein 1~~URE-B1~~URE-binding protein 1",P62805,H4_HUMAN,H4C1,H4C1~~H4~~A~~H4FA~~HIST1H4A;~~H4C2~~H4~~I~~H4FI~~HIST1H4B;~~H4C3~~H4~~G~~H4FG~~HIST1H4C;~~H4C4~~H4~~B~~H4FB~~HIST1H4D;~~H4C5~~H4~~J~~H4FJ~~HIST1H4E;~~H4C6~~H4~~C~~H4FC~~HIST1H4F;~~H4C8~~H4~~H~~H4FH~~HIST1H4H;~~H4C9~~H4~~M~~H4FM~~HIST1H4I;~~H4C11~~H4~~E~~H4FE~~HIST1H4J;~~H4C12~~H4~~D~~H4FD~~HIST1H4K;~~H4C13~~H4~~K~~H4FK~~HIST1H4L;~~H4C14~~H4~~N~~H4F2~~H4FN~~HIST2H4~~HIST2H4A;~~H4C15~~H4~~O~~H4FO~~HIST2H4B;~~H4-16~~HIST4H4,Histone H4,Homo sapiens (Human),Homo sapiens (Human),22199232
